builtin	shape	ok	code	category	recoverable	message
mean	matrix	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Array'.
mean	text	False	InvalidArgument	TypeMismatch	True	mean(): argument 1 must be an array or vector; got Text.
mean	bool	False	InvalidArgument	TypeMismatch	True	mean(): argument 1 must be an array or vector; got Boolean.
mean	empty	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Vector'.
min	record	False	InvalidArgument	TypeMismatch	True	min(): argument 1 must be an array or vector; got Record.
min	matrix	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Array'.
min	text	False	InvalidArgument	TypeMismatch	True	min(): argument 1 must be an array or vector; got Text.
min	bool	False	InvalidArgument	TypeMismatch	True	min(): argument 1 must be an array or vector; got Boolean.
min	empty	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Vector'.
movingavg	record	False	InvalidOperation	DomainError	True	movingavg() expects a Natural or Integer argument, but got 'RecordValue'.
movingavg	matrix	False	InvalidOperation	DomainError	True	movingavg() expects a Natural or Integer argument, but got 'PayloadArray'.
movingavg	text	False	InvalidOperation	DomainError	True	movingavg() expects a Natural or Integer argument, but got 'String'.
movingavg	bool	False	InvalidOperation	DomainError	True	movingavg() expects a Natural or Integer argument, but got 'RelationExpr'.
movingavg	empty	False	InvalidOperation	DomainError	True	movingavg() expects a Natural or Integer argument, but got 'PayloadArray'.
ndims	record	False	InvalidArgument	TypeMismatch	True	ndims(): argument 1 must be an array or vector; got Record.
ndims	text	False	InvalidArgument	TypeMismatch	True	ndims(): argument 1 must be an array or vector; got Text.
ndims	bool	False	InvalidArgument	TypeMismatch	True	ndims(): argument 1 must be an array or vector; got Boolean.
noise	record	False	InvalidOperation	DomainError	True	noise() expects a Natural or Integer argument, but got 'RecordValue'.
noise	matrix	False	InvalidOperation	DomainError	True	noise() expects a Natural or Integer argument, but got 'PayloadArray'.
noise	text	False	InvalidOperation	DomainError	True	noise() expects a Natural or Integer argument, but got 'String'.
noise	bool	False	InvalidOperation	DomainError	True	noise() expects a Natural or Integer argument, but got 'RelationExpr'.
noise	empty	False	InvalidOperation	DomainError	True	noise() expects a Natural or Integer argument, but got 'PayloadArray'.
norm	record	False	InvalidArgument	TypeMismatch	True	norm(): argument 1 must be an array or vector; got Record.
norm	matrix	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Array'.
norm	text	False	InvalidArgument	TypeMismatch	True	norm(): argument 1 must be an array or vector; got Text.
norm	bool	False	InvalidArgument	TypeMismatch	True	norm(): argument 1 must be an array or vector; got Boolean.
norm	empty	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Vector'.
not	record	False	InvalidOperation	DomainError	True	not(): argument 1 must be a symbolic expression; got Record.
not	matrix	False	InvalidOperation	DomainError	True	not(): argument 1 must be a symbolic expression; got Vector.
not	empty	False	InvalidOperation	DomainError	True	not(): argument 1 must be a symbolic expression; got Vector.
numel	record	False	InvalidArgument	TypeMismatch	True	numel(): argument 1 must be an array or vector; got Record.
numel	text	False	InvalidArgument	TypeMismatch	True	numel(): argument 1 must be an array or vector; got Text.
numel	bool	False	InvalidArgument	TypeMismatch	True	numel(): argument 1 must be an array or vector; got Boolean.
ones	record	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Record'.
ones	matrix	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Array'.
ones	text	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Text'.
ones	bool	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Boolean'.
ones	empty	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Vector'.
optimize	record	False	InvalidOperation	DomainError	True	optimize(): argument 1 must be a symbolic expression; got Record.
optimize	matrix	False	InvalidOperation	DomainError	True	optimize(): argument 1 must be a symbolic expression; got Vector.
optimize	text	False	InvalidOperation	DomainError	True	optimize(): argument 2 must be a list of parameter symbols, e.g. [x]; got Text.
optimize	bool	False	InvalidOperation	DomainError	True	optimize(): argument 2 must be a list of parameter symbols, e.g. [x]; got Symbolic.
optimize	empty	False	InvalidOperation	DomainError	True	optimize(): argument 1 must be a symbolic expression; got Vector.
optimize_full	record	False	InvalidOperation	DomainError	True	optimize_full(): argument 1 must be a symbolic expression; got Record.
optimize_full	matrix	False	InvalidOperation	DomainError	True	optimize_full(): argument 1 must be a symbolic expression; got Vector.
optimize_full	text	False	InvalidOperation	DomainError	True	optimize_full(): argument 2 must be a list of parameter symbols, e.g. [x]; got Text.
optimize_full	bool	False	InvalidOperation	DomainError	True	optimize_full(): argument 2 must be a list of parameter symbols, e.g. [x]; got Symbolic.
optimize_full	empty	False	InvalidOperation	DomainError	True	optimize_full(): argument 1 must be a symbolic expression; got Vector.
or	record	False	InvalidOperation	DomainError	True	or(): argument 1 must be a symbolic expression; got Record.
or	matrix	False	InvalidOperation	DomainError	True	or(): argument 1 must be a symbolic expression; got Vector.
or	empty	False	InvalidOperation	DomainError	True	or(): argument 1 must be a symbolic expression; got Vector.
pi	record	False	InvalidOperation	DomainError	True	pi() expects a Natural or Integer digit count, but got 'Record'.
pi	matrix	False	InvalidOperation	DomainError	True	pi() expects a Natural or Integer digit count, but got 'Array'.
pi	text	False	InvalidOperation	DomainError	True	pi() expects a Natural or Integer digit count, but got 'Text'.
pi	bool	False	InvalidOperation	DomainError	True	pi() expects a Natural or Integer digit count, but got 'Boolean'.
pi	empty	False	InvalidOperation	DomainError	True	pi() expects a Natural or Integer digit count, but got 'Vector'.
plot	record	False	InvalidOperation	DomainError	True	plot() title must be a string, but got 'Record'.
plot	matrix	False	InvalidOperation	DomainError	True	plot() title must be a string, but got 'Array'.
plot	text	False	InvalidOperation	DomainError	True	plot() argument 1 must be a vector, but got 'Text'.
plot	bool	False	InvalidOperation	DomainError	True	plot() title must be a string, but got 'Boolean'.
plot	empty	False	InvalidOperation	DomainError	True	plot() title must be a string, but got 'Vector'.
powerseries	record	False	InvalidOperation	DomainError	True	powerseries() expects a Natural or Integer argument, but got 'RecordValue'.
powerseries	matrix	False	InvalidOperation	DomainError	True	powerseries() expects a Natural or Integer argument, but got 'PayloadArray'.
powerseries	text	False	InvalidOperation	DomainError	True	powerseries() expects a Natural or Integer argument, but got 'String'.
powerseries	bool	False	InvalidOperation	DomainError	True	powerseries() expects a Natural or Integer argument, but got 'RelationExpr'.
powerseries	empty	False	InvalidOperation	DomainError	True	powerseries() expects a Natural or Integer argument, but got 'PayloadArray'.
prod	record	False	InvalidArgument	TypeMismatch	True	prod(): argument 1 must be an array or vector; got Record.
prod	matrix	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Array'.
prod	text	False	InvalidArgument	TypeMismatch	True	prod(): argument 1 must be an array or vector; got Text.
prod	bool	False	InvalidArgument	TypeMismatch	True	prod(): argument 1 must be an array or vector; got Boolean.
prod	empty	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Vector'.
rank	record	False	InvalidArgument	TypeMismatch	True	rank(): argument 1 must be an array or vector; got Record.
rank	text	False	InvalidArgument	TypeMismatch	True	rank(): argument 1 must be an array or vector; got Text.
rank	bool	False	InvalidArgument	TypeMismatch	True	rank(): argument 1 must be an array or vector; got Boolean.
re	record	False	InvalidOperation	DomainError	True	DSP builtins expect numeric/complex elements, but got 'RecordValue'.
re	text	False	InvalidOperation	DomainError	True	DSP builtins expect numeric/complex elements, but got 'String'.
re	bool	False	InvalidOperation	DomainError	True	DSP builtins expect numeric/complex elements, but got 'RelationExpr'.
reshape	record	False	InvalidArgument	TypeMismatch	True	reshape(): argument 1 must be an array or vector; got Record.
reshape	matrix	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Array'.
reshape	text	False	InvalidArgument	TypeMismatch	True	reshape(): argument 1 must be an array or vector; got Text.
reshape	bool	False	InvalidArgument	TypeMismatch	True	reshape(): argument 1 must be an array or vector; got Boolean.
reshape	empty	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Vector'.
scale	record	False	InvalidOperation	DomainError	True	DSP builtins expect an array argument, but got a scalar.
scale	matrix	False	InvalidOperation	DomainError	True	DSP builtins expect numeric/complex elements, but got 'PayloadArray'.
scale	text	False	InvalidOperation	DomainError	True	DSP builtins expect an array argument, but got a scalar.
scale	bool	False	InvalidOperation	DomainError	True	DSP builtins expect an array argument, but got a scalar.
scale	empty	False	InvalidOperation	DomainError	True	DSP builtins expect numeric/complex elements, but got 'PayloadArray'.
series	record	False	InvalidOperation	DomainError	True	series(): argument 1 must be a symbolic expression; got Record.
series	matrix	False	InvalidOperation	DomainError	True	series(): argument 1 must be a symbolic expression; got Vector.
series	text	False	InvalidOperation	DomainError	True	series(): argument 4 must be an integer; got Text.
series	bool	False	InvalidOperation	DomainError	True	series(): argument 2 must be a symbolic variable; got Symbolic.
series	empty	False	InvalidOperation	DomainError	True	series(): argument 1 must be a symbolic expression; got Vector.
setprecision	record	False	InvalidOperation	DomainError	True	setprecision() expects a Natural or Integer digit count, but got 'Record'.
setprecision	matrix	False	InvalidOperation	DomainError	True	setprecision() expects a Natural or Integer digit count, but got 'Array'.
setprecision	text	False	InvalidOperation	DomainError	True	setprecision() expects a Natural or Integer digit count, but got 'Text'.
setprecision	bool	False	InvalidOperation	DomainError	True	setprecision() expects a Natural or Integer digit count, but got 'Boolean'.
setprecision	empty	False	InvalidOperation	DomainError	True	setprecision() expects a Natural or Integer digit count, but got 'Vector'.
shape	record	False	InvalidArgument	TypeMismatch	True	shape(): argument 1 must be an array or vector; got Record.
shape	text	False	InvalidArgument	TypeMismatch	True	shape(): argument 1 must be an array or vector; got Text.
shape	bool	False	InvalidArgument	TypeMismatch	True	shape(): argument 1 must be an array or vector; got Boolean.
sign	record	False	InvalidOperation	DomainError	True	sign() is not supported for values of kind 'Record'. Use Natural or Integer operands.
sign	matrix	False	InvalidOperation	DomainError	True	sign() is not supported for values of kind 'Array'. Use Natural or Integer operands.
sign	text	False	InvalidOperation	DomainError	True	sign() is not supported for values of kind 'Text'. Use Natural or Integer operands.
sign	bool	False	InvalidOperation	DomainError	True	sign() is not supported for values of kind 'Boolean'. Use Natural or Integer operands.
sign	empty	False	InvalidOperation	DomainError	True	sign() is not supported for values of kind 'Vector'. Use Natural or Integer operands.
simplify	record	False	InvalidOperation	DomainError	True	simplify(): argument 1 must be a symbolic expression; got Record.
simplify	matrix	False	InvalidOperation	DomainError	True	simplify(): argument 1 must be a symbolic expression; got Vector.
simplify	empty	False	InvalidOperation	DomainError	True	simplify(): argument 1 must be a symbolic expression; got Vector.
simplify_full	record	False	InvalidOperation	DomainError	True	simplify_full(): argument 1 must be a symbolic expression; got Record.
simplify_full	matrix	False	InvalidOperation	DomainError	True	simplify_full(): argument 1 must be a symbolic expression; got Vector.
simplify_full	empty	False	InvalidOperation	DomainError	True	simplify_full(): argument 1 must be a symbolic expression; got Vector.
sin	record	False	InvalidOperation	DomainError	True	sin(): argument 1 must be a symbolic expression; got Record.
sin	matrix	False	InvalidOperation	DomainError	True	sin(): argument 1 must be a symbolic expression; got Vector.
sin	empty	False	InvalidOperation	DomainError	True	sin(): argument 1 must be a symbolic expression; got Vector.
sinh	record	False	InvalidOperation	DomainError	True	sinh(): argument 1 must be a symbolic expression; got Record.
sinh	matrix	False	InvalidOperation	DomainError	True	sinh(): argument 1 must be a symbolic expression; got Vector.
sinh	empty	False	InvalidOperation	DomainError	True	sinh(): argument 1 must be a symbolic expression; got Vector.
solve	record	False	InvalidOperation	DomainError	True	solve(): argument 1 must be a symbolic expression; got Record.
solve	matrix	False	InvalidOperation	DomainError	True	solve(): argument 1 must be a symbolic expression; got Vector.
solve	text	False	InvalidOperation	DomainError	True	solve(): argument 3 (domain) must be a domain value such as real or complex.
solve	bool	False	InvalidOperation	DomainError	True	solve(): argument 2 must be a symbolic variable; got Symbolic.
solve	empty	False	InvalidOperation	DomainError	True	solve(): argument 1 must be a symbolic expression; got Vector.
solve_full	record	False	InvalidOperation	DomainError	True	solve_full(): argument 1 must be a symbolic expression; got Record.
solve_full	matrix	False	InvalidOperation	DomainError	True	solve_full(): argument 1 must be a symbolic expression; got Vector.
solve_full	text	False	InvalidOperation	DomainError	True	solve(): argument 3 (domain) must be a domain value such as real or complex.
solve_full	bool	False	InvalidOperation	DomainError	True	solve_full(): argument 2 must be a symbolic variable; got Symbolic.
solve_full	empty	False	InvalidOperation	DomainError	True	solve_full(): argument 1 must be a symbolic expression; got Vector.
solve_system	record	False	InvalidArgument	TypeMismatch	True	solve_system(): argument 1 must be a list of equations, e.g. [x + y == 2, x - y == 0]; got Record.
solve_system	matrix	False	InvalidArgument	TypeMismatch	True	solve_system(): argument 2 must be a list of parameter symbols, e.g. [x, y]; got Vector.
solve_system	text	False	InvalidArgument	TypeMismatch	True	solve_system(): argument 1 must be a list of equations, e.g. [x + y == 2, x - y == 0]; got Text.
solve_system	bool	False	InvalidArgument	TypeMismatch	True	solve_system(): argument 1 must be a list of equations, e.g. [x + y == 2, x - y == 0]; got Symbolic.
solve_system_full	record	False	InvalidArgument	TypeMismatch	True	solve_system_full(): argument 1 must be a list of equations, e.g. [x + y == 2, x - y == 0]; got Record.
solve_system_full	matrix	False	InvalidArgument	TypeMismatch	True	solve_system_full(): argument 2 must be a list of parameter symbols, e.g. [x, y]; got Vector.
solve_system_full	text	False	InvalidArgument	TypeMismatch	True	solve_system_full(): argument 1 must be a list of equations, e.g. [x + y == 2, x - y == 0]; got Text.
solve_system_full	bool	False	InvalidArgument	TypeMismatch	True	solve_system_full(): argument 1 must be a list of equations, e.g. [x + y == 2, x - y == 0]; got Symbolic.
sqrt	record	False	InvalidOperation	DomainError	True	Cannot widen from Record to Real: only numeric kinds (Natural, Integer, Real) support widening.
sqrt	matrix	False	InvalidOperation	DomainError	True	Cannot widen from Array to Real: only numeric kinds (Natural, Integer, Real) support widening.
sqrt	text	False	InvalidOperation	DomainError	True	Cannot widen from Text to Real: only numeric kinds (Natural, Integer, Real) support widening.
sqrt	bool	False	InvalidOperation	DomainError	True	Cannot widen from Boolean to Real: only numeric kinds (Natural, Integer, Real) support widening.
sqrt	empty	False	InvalidOperation	DomainError	True	Cannot widen from Vector to Real: only numeric kinds (Natural, Integer, Real) support widening.
squeeze	record	False	InvalidArgument	TypeMismatch	True	squeeze(): argument 1 must be an array or vector; got Record.
squeeze	text	False	InvalidArgument	TypeMismatch	True	squeeze(): argument 1 must be an array or vector; got Text.
squeeze	bool	False	InvalidArgument	TypeMismatch	True	squeeze(): argument 1 must be an array or vector; got Boolean.
step	record	False	InvalidOperation	DomainError	True	step() expects a Natural or Integer argument, but got 'RecordValue'.
step	matrix	False	InvalidOperation	DomainError	True	step() expects a Natural or Integer argument, but got 'PayloadArray'.
step	text	False	InvalidOperation	DomainError	True	step() expects a Natural or Integer argument, but got 'String'.
step	bool	False	InvalidOperation	DomainError	True	step() expects a Natural or Integer argument, but got 'RelationExpr'.
step	empty	False	InvalidOperation	DomainError	True	step() expects a Natural or Integer argument, but got 'PayloadArray'.
subs	record	False	InvalidOperation	DomainError	True	subs(): argument 1 must be a symbolic expression; got Record.
subs	matrix	False	InvalidOperation	DomainError	True	subs(): argument 1 must be a symbolic expression; got Vector.
subs	bool	False	InvalidOperation	DomainError	True	subs(): argument 2 must be a symbolic variable; got Symbolic.
subs	empty	False	InvalidOperation	DomainError	True	subs(): argument 1 must be a symbolic expression; got Vector.
sum	record	False	InvalidArgument	TypeMismatch	True	sum(): argument 1 must be an array or vector; got Record.
sum	matrix	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Array'.
sum	text	False	InvalidArgument	TypeMismatch	True	sum(): argument 1 must be an array or vector; got Text.
sum	bool	False	InvalidArgument	TypeMismatch	True	sum(): argument 1 must be an array or vector; got Boolean.
sum	empty	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Vector'.
symbol	record	False	InvalidArgument	TypeMismatch	True	symbol(): argument 1 must be a text name such as "x"; got Record.
symbol	matrix	False	InvalidArgument	TypeMismatch	True	symbol(): argument 1 must be a text name such as "x"; got Vector.
symbol	bool	False	InvalidArgument	TypeMismatch	True	symbol(): argument 1 must be a text name such as "x"; got Symbolic.
symbol	empty	False	InvalidArgument	TypeMismatch	True	symbol(): argument 1 must be a text name such as "x"; got Vector.
tan	record	False	InvalidOperation	DomainError	True	tan(): argument 1 must be a symbolic expression; got Record.
tan	matrix	False	InvalidOperation	DomainError	True	tan(): argument 1 must be a symbolic expression; got Vector.
tan	empty	False	InvalidOperation	DomainError	True	tan(): argument 1 must be a symbolic expression; got Vector.
tanh	record	False	InvalidOperation	DomainError	True	tanh(): argument 1 must be a symbolic expression; got Record.
tanh	matrix	False	InvalidOperation	DomainError	True	tanh(): argument 1 must be a symbolic expression; got Vector.
tanh	empty	False	InvalidOperation	DomainError	True	tanh(): argument 1 must be a symbolic expression; got Vector.
trace	record	False	InvalidArgument	TypeMismatch	True	trace(): argument 1 must be a square matrix; got Record.
trace	text	False	InvalidArgument	TypeMismatch	True	trace(): argument 1 must be a square matrix; got Text.
trace	bool	False	InvalidArgument	TypeMismatch	True	trace(): argument 1 must be a square matrix; got Boolean.
trace	empty	False	InvalidArgument	TypeMismatch	True	trace(): argument 1 must be a square matrix; got Vector.
transpose	record	False	InvalidArgument	TypeMismatch	True	transpose(): argument 1 must be an array or vector; got Record.
transpose	matrix	False	InvalidArgument	TypeMismatch	True	transpose(): argument 2 must be a permutation of the 2 axes; got Array.
transpose	text	False	InvalidArgument	TypeMismatch	True	transpose(): argument 1 must be an array or vector; got Text.
transpose	bool	False	InvalidArgument	TypeMismatch	True	transpose(): argument 1 must be an array or vector; got Boolean.
transpose	empty	False	InvalidArgument	TypeMismatch	True	transpose(): argument 2 must be a permutation of the 1 axes; got Vector.
zeros	record	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Record'.
zeros	matrix	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Array'.
zeros	text	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Text'.
zeros	bool	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Boolean'.
zeros	empty	False	InvalidOperation	DomainError	True	Index must be Natural or Integer, but got 'Vector'.
